   15000       3
  0.765832553755077        1.74532631962200        2.05369514633899     
  1.745329251994330E-002  1.745329251994330E-002  1.745329251994330E-002
  0.745932708343817        1.75814111778771        2.03264954733714     
  0.727725279229847        1.72320356866419        2.05787105977252     
  0.731875656855563        1.74476263354220        2.04844777241492     
  0.763356732334389        1.71959926319360        2.05542134157108     
  0.759661703960850        1.75059215556142        2.06785577487590     
  0.755699525254342        1.74229777559398        2.07975206662647     
  0.765793964678032        1.73886907168853        2.04338252388543     
  0.774364878422714        1.73686347013952        2.06737486071241     
  0.794511664680213        1.71753417856028        2.05029139040326     
  0.780939006483267        1.71579053029655        2.04446576107677     
  0.774076946004991        1.73561332543638        2.06625846411657     
  0.759394090967383        1.75603523494119        2.08305957854005     
  0.785545159854726        1.72521181403836        2.09066248977222     
  0.756310960645742        1.77027208721556        2.04763123391606     
  0.786519577592274        1.75463623011950        2.05524528770261     
  0.775383495302586        1.74481330266001        2.05269867883658     
  0.753847043439237        1.74974050941866        2.04774125814837     
  0.748219288976091        1.75874997730455        2.04687979916337     
  0.738606165736878        1.74742486603985        2.04202472350151     
  0.757218304755504        1.77220309568156        2.01337026525197     
  0.746572280822478        1.75508556027280        2.07988220349880     
  0.784252831876127        1.70292390228821        2.04958485258317     
  0.755539140584786        1.73312992736647        2.07886934685154     
  0.747679269983387        1.74987825506714        2.02430725051479     
  0.794587660265770        1.72651080906811        2.04258226980582     
  0.788636983310278        1.73760308923217        2.05150789027012     
  0.773577666951746        1.73275549250422        2.04238325602658     
  0.775527069232007        1.74830760336796        2.04627695563177     
  0.765967310834264        1.73193827098849        2.01846717875911     
  0.753827690220270        1.74259974329994        2.05486717751072     
  0.769787812639906        1.71608698083176        2.05735011927540     
  0.767154858473720        1.76619093351657        2.05017386789561     
  0.741496634877360        1.75444336699015        2.05440283403395     
  0.765007931676518        1.76099263965250        2.05176444666722     
  0.759259315526732        1.77504326035225        2.05632423024233     
  0.773737411803260        1.75198076972998        2.02008684307390     
  0.763841131208081        1.72031403873283        2.03254158009595     
  0.775388848473101        1.74284279606075        2.08811545512154     
  0.734131798634513        1.77050259570787        2.06266808960666     
  0.763059486150674        1.73740623847281        2.04395223063301     
  0.764213701177918        1.74996412185988        2.06513652469217     
  0.784530362573175        1.75822321915552        2.08228206953022     
  0.720545295969736        1.77407719308624        2.04994944646888     
  0.774807198129901        1.74324578637630        2.04880227245831     
  0.761063947891383        1.74161862500887        2.05316339581149     
  0.790968767098596        1.75623362433413        2.04762780771906     
  0.732803738784939        1.74694790051547        2.07144450157197     
  0.773419201436794        1.74185225469965        2.03270985694077     
  0.758161310810815        1.73474531552177        2.03696639345934     
  0.757270599104047        1.74488819479330        2.05104304311264     
  0.766847041625686        1.73588506300697        2.07858819103280     
  0.780201692223904        1.74010151403708        2.08441396927797     
  0.765113401044316        1.75622361151345        2.05506685716557     
  0.751563801290581        1.75528121954932        2.01958952534958     
  0.778122967913274        1.74235118747956        2.06216286788277     
  0.750714435146396        1.73536655175515        2.04985281004116     
  0.771221227060240        1.74424512621610        2.03356333305806     
  0.753016351584615        1.78812112485181        2.04515128760008     
  0.771237458331357        1.79086403564798        2.05748613930452     
  0.771926676661476        1.74214658968811        2.03540985160966     
  0.763540886598932        1.71103110458480        2.06521581313385     
  0.750676577038576        1.76179726227371        2.07188200609146     
  0.768888487070095        1.76168049951101        2.07440394878893     
  0.772686052498833        1.75892301461382        2.07023767925248     
  0.773182473643533        1.74511662638318        2.02116425054546     
  0.792190516603905        1.72483536472704        2.03786191734812     
  0.776333579970302        1.76500304842981        2.07385776164810     
  0.739061988870509        1.78608927302730        2.03666013514020     
  0.781958928865788        1.75716713601447        2.02868744482959     
  0.760131281012628        1.74907092321701        2.02951575177916     
  0.746668014869678        1.76685962670934        2.05238276755664     
  0.742184593630711        1.71519496676026        2.06007859917575     
  0.781906063904484        1.77795204745460        2.05961106537938     
  0.763456556033593        1.77349829764508        2.04646157310242     
  0.761348065718743        1.72886245964605        2.05759602131686     
  0.762401203183087        1.76443175056787        2.03929019370884     
  0.782445714789006        1.77658673505514        2.06827255181499     
  0.740397107401898        1.73324348564080        2.01637017917273     
  0.742197081181489        1.72177251469688        2.03842635750546     
  0.786024131411903        1.76730601692691        2.02595949322061     
  0.775653807347162        1.73172499009137        2.07321477134708     
  0.781777255075621        1.77695272533276        2.06159768782224     
  0.754728068556713        1.78374475796880        2.07719882775149     
  0.775146508556775        1.72241385942257        2.06283587325921     
  0.761509508507218        1.73651891943526        2.02280870537924     
  0.749190270647206        1.74989652191290        2.04332031906800     
  0.784346449798073        1.77275255507130        2.03668561623688     
  0.792923213463501        1.72932530781846        2.04484489238830     
  0.762205633947239        1.76655384535432        2.06797821968749     
  0.763418606410745        1.74302372306644        2.05837103267732     
  0.799152888561459        1.72691437920211        2.05436068138170     
  0.768141340633027        1.71746914624010        2.07015121705055     
  0.773911370456691        1.72471228558248        2.05791544644093     
  0.766434188264272        1.72862588246607        2.03339188451289     
  0.772397956951881        1.75786540389247        2.04882893355772     
  0.746285469482397        1.72741616990750        2.06747267891534     
  0.767839173352145        1.72188830979581        2.06231913932537     
  0.778333380868091        1.78395579728582        2.03495350428714     
